"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Small Metro"	"4"	"Apr., 2004"	"2004/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1190	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2004"	"2004/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1062	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2004"	"2004/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1030	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2004"	"2004/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	924	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2004"	"2004/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	945	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2004"	"2004/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	902	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2004"	"2004/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1063	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2004"	"2004/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1020	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2004"	"2004/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1166	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2005"	"2005/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1376	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2005"	"2005/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1507	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2005"	"2005/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1655	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2005"	"2005/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1407	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2005"	"2005/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1232	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2005"	"2005/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1095	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2005"	"2005/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1005	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2005"	"2005/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	938	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2005"	"2005/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	953	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2005"	"2005/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1018	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2005"	"2005/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1137	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2005"	"2005/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1250	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2006"	"2006/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1378	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2006"	"2006/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1284	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2006"	"2006/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1487	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2006"	"2006/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1281	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2006"	"2006/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1140	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2006"	"2006/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1047	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2006"	"2006/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1041	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2006"	"2006/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	951	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2006"	"2006/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	930	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2006"	"2006/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1144	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2006"	"2006/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1111	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2006"	"2006/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1255	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2007"	"2007/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1397	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2007"	"2007/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1375	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2007"	"2007/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1411	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2007"	"2007/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1351	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2007"	"2007/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1139	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2007"	"2007/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1058	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2007"	"2007/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1097	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2007"	"2007/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	965	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2007"	"2007/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1038	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2007"	"2007/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1048	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2007"	"2007/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1223	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2007"	"2007/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1301	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2008"	"2008/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1497	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2008"	"2008/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1604	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2008"	"2008/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1725	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2008"	"2008/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1443	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2008"	"2008/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1289	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2008"	"2008/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1214	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2008"	"2008/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1128	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2008"	"2008/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1088	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2008"	"2008/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1087	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2008"	"2008/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1187	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2008"	"2008/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1299	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2008"	"2008/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1415	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2009"	"2009/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1484	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2009"	"2009/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1337	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2009"	"2009/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1532	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2009"	"2009/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1375	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2009"	"2009/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1321	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2009"	"2009/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1162	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2009"	"2009/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1144	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2009"	"2009/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1054	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2009"	"2009/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1127	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2009"	"2009/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1302	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2009"	"2009/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1234	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2009"	"2009/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1376	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1451	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1418	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1539	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1355	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1306	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1196	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1167	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1122	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1104	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1228	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1239	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1419	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2011"	"2011/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1639	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2011"	"2011/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1475	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2011"	"2011/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1761	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2011"	"2011/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1490	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2011"	"2011/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1385	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2011"	"2011/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1222	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2011"	"2011/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1153	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2011"	"2011/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1134	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2011"	"2011/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1046	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2011"	"2011/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1257	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2011"	"2011/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1251	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2011"	"2011/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1365	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2012"	"2012/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1481	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2012"	"2012/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1407	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2012"	"2012/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1611	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2012"	"2012/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1348	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2012"	"2012/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1270	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2012"	"2012/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1221	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2012"	"2012/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1186	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2012"	"2012/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1203	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2012"	"2012/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1176	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2012"	"2012/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1336	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2012"	"2012/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1368	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2012"	"2012/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1624	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2013"	"2013/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1965	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2013"	"2013/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1617	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2013"	"2013/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1681	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2013"	"2013/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1425	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2013"	"2013/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1379	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2013"	"2013/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1264	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2013"	"2013/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1176	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2013"	"2013/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1238	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2013"	"2013/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1182	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2013"	"2013/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1241	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2013"	"2013/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1344	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2013"	"2013/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1553	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2014"	"2014/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1707	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2014"	"2014/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1464	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2014"	"2014/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1545	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2014"	"2014/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1399	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2014"	"2014/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1389	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2014"	"2014/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1280	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2014"	"2014/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1320	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2014"	"2014/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1222	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2014"	"2014/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1165	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2014"	"2014/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1365	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2014"	"2014/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1374	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2014"	"2014/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1590	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2015"	"2015/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1917	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2015"	"2015/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1655	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2015"	"2015/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1800	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2015"	"2015/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1588	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2015"	"2015/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1523	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2015"	"2015/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1377	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2015"	"2015/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1332	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2015"	"2015/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1205	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2015"	"2015/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1203	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2015"	"2015/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1335	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2015"	"2015/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1366	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2015"	"2015/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1560	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2016"	"2016/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1615	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2016"	"2016/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1568	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2016"	"2016/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1799	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2016"	"2016/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1566	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2016"	"2016/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1468	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2016"	"2016/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1335	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2016"	"2016/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1303	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2016"	"2016/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1319	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2016"	"2016/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1344	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2016"	"2016/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1459	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2016"	"2016/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1436	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2016"	"2016/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1632	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2017"	"2017/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1893	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2017"	"2017/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1729	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2017"	"2017/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1787	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2017"	"2017/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1590	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2017"	"2017/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1522	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2017"	"2017/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1436	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2017"	"2017/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1297	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2017"	"2017/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1301	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2017"	"2017/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1302	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2017"	"2017/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1372	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2017"	"2017/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1455	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2017"	"2017/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1714	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2045	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1713	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1813	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1768	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1591	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1427	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1363	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1354	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1313	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1449	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1460	Not Applicable	Not Applicable
