"Notes"	"2013 CBSA"	"2013 CBSA Code"	"ICD 113 Groups"	"ICD 113 Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Memphis, TN-MS-AR"	"32820"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	26	1341954	1.937473267
	"Memphis, TN-MS-AR"	"32820"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	19	1342842	1.414909572 (Unreliable)
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	206734	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	210554	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	218816	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	225351	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	231735	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	237180	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	242554	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	245338	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	248540	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	250538	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	252302	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	255793	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	259678	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	261430	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	262661	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	265139	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	267101	Suppressed
	"Merced, CA"	"32900"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	268672	Suppressed
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	77	4932004	1.561231499
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	62	5007564	1.238126961
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	86	5110780	1.682717707
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	78	5197205	1.500806684
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	72	5261713	1.368375660
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	44	5336368	0.824530842
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	65	5411148	1.201223844
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	40	5429748	0.736682439
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	45	5422987	0.829800993
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	47	5454633	0.861652837
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	57	5504624	1.035493069
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	45	5564635	0.808678377
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	46	5697425	0.807382282
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	54	5779518	0.934333970
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	70	5856943	1.195162733
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	57	5930210	0.961180127
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	39	6001717	0.649814045
	"Miami-Fort Lauderdale-West Palm Beach, FL"	"33100"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	67	6066387	1.104446518
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	23	1496255	1.537171137
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	40	1500741	2.665349984
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	17	1507257	1.127876666 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	17	1514251	1.122667246 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	14	1519746	0.921206570 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	21	1522302	1.379489746
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	22	1522391	1.445095248
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	16	1523907	1.049932837 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	14	1530492	0.914738529 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	15	1538232	0.975145492 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	12	1549613	0.774386895 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	15	1555908	0.964067284 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	19	1561396	1.216859784 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	25	1567414	1.594983840
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	24	1570802	1.527881935
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	17	1573609	1.080319190 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	18	1574349	1.143329719 (Unreliable)
	"Milwaukee-Waukesha-West Allis, WI"	"33340"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	19	1572482	1.208280922 (Unreliable)
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	56	2994735	1.869948426
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	39	3031918	1.286314472
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	34	3086645	1.101519611
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	41	3116197	1.315706292
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	41	3143413	1.304314769
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	34	3171902	1.071912058
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	36	3199046	1.125335491
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	30	3234367	0.927538526
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	32	3269613	0.978709101
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	19	3301252	0.575539220 (Unreliable)
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	40	3330508	1.201017983
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	44	3348859	1.313880340
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	31	3389448	0.914603204
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	38	3422542	1.110285863
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	39	3458513	1.127652260
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	33	3491838	0.945061025
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	37	3518252	1.051658608
	"Minneapolis-St. Paul-Bloomington, MN-WI"	"33460"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	43	3551036	1.210914223
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	399323	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	399843	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	400129	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	13	398549	3.261832297 (Unreliable)
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	14	398082	3.516863360 (Unreliable)
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	397959	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	398942	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	402916	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	405715	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	409196	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	411994	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	412992	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	413178	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	413760	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	413884	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	414342	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	414634	Suppressed
	"Mobile, AL"	"33660"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	414836	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	438609	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	446997	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	463761	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	477469	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	487357	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	492613	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	500020	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	504651	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	507834	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	509032	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	511536	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	514453	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	518073	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	521360	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	524744	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	529754	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	535385	Suppressed
	"Modesto, CA"	"33700"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	541560	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	10	344540	2.902420619 (Unreliable)
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	346528	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	348725	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	350984	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	352411	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	355009	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	358659	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	365989	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	369390	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	370249	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	11	371860	2.958102512 (Unreliable)
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	374536	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	375576	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	374861	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	373979	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	10	373488	2.677462194 (Unreliable)
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	373563	Suppressed
	"Montgomery, AL"	"33860"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	373922	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	263200	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	269772	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	277987	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	284862	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	292309	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	302421	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	317745	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	336132	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	351472	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	363866	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	371417	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	376722	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	385649	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	393935	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	404597	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	417604	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	432493	Suppressed
	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	"34820"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	449295	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	245094	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	251377	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	264240	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	275490	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	285321	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	296021	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	307452	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	312621	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	314437	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	316641	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	318485	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	321520	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	327541	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	332332	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	339244	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	347899	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	356570	Suppressed
	"Naples-Immokalee-Marco Island, FL"	"34940"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	365136	Suppressed
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	12	1362545	0.880704858 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	18	1381287	1.303132513 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	16	1409191	1.135403221 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	19	1427867	1.330656146 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	23	1450015	1.586190488
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	14	1478449	0.946938312 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	22	1511310	1.455690758
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	13	1553397	0.836875570 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	17	1592365	1.067594427 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	1626925	Suppressed
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	14	1654243	0.846308553 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	17	1670890	1.017421853 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	19	1698198	1.118833022 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	10	1727218	0.578965712 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	10	1758292	0.568733748 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	17	1793083	0.948087735 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	15	1828961	0.820137772 (Unreliable)
	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"34980"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	15	1865298	0.804161051 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	12	820396	1.462708253 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	12	824008	1.456296541 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	829875	Suppressed
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	16	835099	1.915940505 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	10	841939	1.187734503 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	12	844505	1.420950735 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	847162	Suppressed
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	12	850207	1.411420983 (Unreliable)
	"New Haven-Milford, CT"	"35300"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	11	853598	1.288662813 (Unreliable)
