"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Fine Particulate Matter (µg/m³)	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
"Total"	"Minnesota"	"27"			11.691381000	0.000000000	65.000000000	6.555112547
	"Mississippi"	"28"	"Jan, 2003"	"2003/01"	11.554960000	2.600000000	25.300000000	4.006213754
	"Mississippi"	"28"	"Feb, 2003"	"2003/02"	11.405091000	0.000000000	30.800000000	4.068581274
	"Mississippi"	"28"	"Mar, 2003"	"2003/03"	12.536243000	0.000000000	38.800000000	4.805950351
	"Mississippi"	"28"	"Apr, 2003"	"2003/04"	14.293787000	3.800000000	33.200000000	5.095897786
	"Mississippi"	"28"	"May, 2003"	"2003/05"	16.312132000	1.200000000	34.700000000	4.696316449
	"Mississippi"	"28"	"Jun, 2003"	"2003/06"	14.393949000	2.600000000	43.900000000	5.698526082
	"Mississippi"	"28"	"Jul, 2003"	"2003/07"	14.669918000	2.200000000	35.100000000	5.051054217
	"Mississippi"	"28"	"Aug, 2003"	"2003/08"	18.133210000	3.600000000	42.800000000	7.210223180
	"Mississippi"	"28"	"Sep, 2003"	"2003/09"	17.044948000	0.000000000	44.500000000	8.247206117
	"Mississippi"	"28"	"Oct, 2003"	"2003/10"	16.523353000	1.000000000	39.100000000	6.136727303
	"Mississippi"	"28"	"Nov, 2003"	"2003/11"	11.286492000	0.700000000	25.800000000	4.652206171
	"Mississippi"	"28"	"Dec, 2003"	"2003/12"	10.153626000	0.500000000	29.400000000	4.067544189
	"Mississippi"	"28"	"Jan, 2004"	"2004/01"	12.122028000	4.000000000	35.100000000	4.532412402
	"Mississippi"	"28"	"Feb, 2004"	"2004/02"	12.440484000	3.800000000	32.200000000	3.719940820
	"Mississippi"	"28"	"Mar, 2004"	"2004/03"	11.401593000	3.200000000	35.500000000	5.533775597
	"Mississippi"	"28"	"Apr, 2004"	"2004/04"	12.464280000	4.200000000	28.700000000	3.543540374
	"Mississippi"	"28"	"May, 2004"	"2004/05"	12.032200000	2.100000000	32.100000000	4.696619333
	"Mississippi"	"28"	"Jun, 2004"	"2004/06"	12.075099000	0.600000000	43.400000000	5.141052750
	"Mississippi"	"28"	"Jul, 2004"	"2004/07"	16.931161000	4.200000000	46.100000000	7.987266308
	"Mississippi"	"28"	"Aug, 2004"	"2004/08"	17.336030000	4.500000000	38.100000000	7.026155606
	"Mississippi"	"28"	"Sep, 2004"	"2004/09"	17.316606000	3.400000000	43.700000000	6.195450004
	"Mississippi"	"28"	"Oct, 2004"	"2004/10"	15.980733000	1.800000000	46.600000000	7.537501678
	"Mississippi"	"28"	"Nov, 2004"	"2004/11"	9.693764000	1.500000000	27.000000000	4.025866193
	"Mississippi"	"28"	"Dec, 2004"	"2004/12"	11.230203000	3.600000000	26.200000000	4.424500210
	"Mississippi"	"28"	"Jan, 2005"	"2005/01"	11.114300000	2.700000000	28.800000000	4.228362083
	"Mississippi"	"28"	"Feb, 2005"	"2005/02"	12.102907000	3.000000000	26.200000000	3.986533816
	"Mississippi"	"28"	"Mar, 2005"	"2005/03"	10.732553000	2.000000000	22.000000000	3.468640486
	"Mississippi"	"28"	"Apr, 2005"	"2005/04"	11.835739000	0.000000000	37.900000000	5.236246041
	"Mississippi"	"28"	"May, 2005"	"2005/05"	16.193482000	3.200000000	35.500000000	5.505068436
	"Mississippi"	"28"	"Jun, 2005"	"2005/06"	18.821735000	0.800000000	53.400000000	11.066461855
	"Mississippi"	"28"	"Jul, 2005"	"2005/07"	16.603239000	2.700000000	47.700000000	7.412910850
	"Mississippi"	"28"	"Aug, 2005"	"2005/08"	18.544608000	5.200000000	51.000000000	6.057357762
	"Mississippi"	"28"	"Sep, 2005"	"2005/09"	21.212380000	3.900000000	53.300000000	8.191292443
	"Mississippi"	"28"	"Oct, 2005"	"2005/10"	17.051485000	5.200000000	32.400000000	5.553492980
	"Mississippi"	"28"	"Nov, 2005"	"2005/11"	12.215319000	4.700000000	27.500000000	4.240948130
	"Mississippi"	"28"	"Dec, 2005"	"2005/12"	12.194909000	1.900000000	34.700000000	4.338205359
	"Mississippi"	"28"	"Jan, 2006"	"2006/01"	9.715325000	2.600000000	23.200000000	3.365212156
	"Mississippi"	"28"	"Feb, 2006"	"2006/02"	10.188958000	3.000000000	27.900000000	3.297492990
	"Mississippi"	"28"	"Mar, 2006"	"2006/03"	13.842526000	2.900000000	32.800000000	4.542631606
	"Mississippi"	"28"	"Apr, 2006"	"2006/04"	14.068458000	4.500000000	32.200000000	3.843037386
	"Mississippi"	"28"	"May, 2006"	"2006/05"	14.305653000	4.700000000	42.900000000	6.027107757
	"Mississippi"	"28"	"Jun, 2006"	"2006/06"	19.720522000	7.200000000	38.700000000	5.958582403
	"Mississippi"	"28"	"Jul, 2006"	"2006/07"	18.292460000	3.700000000	41.200000000	6.417644270
	"Mississippi"	"28"	"Aug, 2006"	"2006/08"	17.480200000	4.900000000	43.300000000	6.582652190
	"Mississippi"	"28"	"Sep, 2006"	"2006/09"	15.361469000	1.800000000	36.300000000	6.273867241
	"Mississippi"	"28"	"Oct, 2006"	"2006/10"	13.738524000	3.700000000	43.100000000	6.329509624
	"Mississippi"	"28"	"Nov, 2006"	"2006/11"	12.629352000	4.300000000	24.500000000	4.010659337
	"Mississippi"	"28"	"Dec, 2006"	"2006/12"	11.878990000	2.200000000	33.000000000	5.334020971
	"Mississippi"	"28"	"Jan, 2007"	"2007/01"	8.809332000	1.600000000	19.100000000	3.030638224
	"Mississippi"	"28"	"Feb, 2007"	"2007/02"	11.541013000	4.100000000	28.500000000	4.039864644
	"Mississippi"	"28"	"Mar, 2007"	"2007/03"	14.818553000	0.100000000	36.500000000	6.275272753
	"Mississippi"	"28"	"Apr, 2007"	"2007/04"	11.797531000	4.700000000	26.100000000	4.488704446
	"Mississippi"	"28"	"May, 2007"	"2007/05"	20.059042000	2.000000000	65.000000000	7.928132009
	"Mississippi"	"28"	"Jun, 2007"	"2007/06"	17.413184000	3.700000000	51.200000000	6.492253942
	"Mississippi"	"28"	"Jul, 2007"	"2007/07"	13.166040000	2.900000000	40.300000000	4.923484703
	"Mississippi"	"28"	"Aug, 2007"	"2007/08"	19.495989000	4.800000000	44.200000000	6.405469149
	"Mississippi"	"28"	"Sep, 2007"	"2007/09"	15.980750000	1.800000000	43.200000000	6.117849928
	"Mississippi"	"28"	"Oct, 2007"	"2007/10"	9.962450000	0.100000000	23.600000000	3.788694246
	"Mississippi"	"28"	"Nov, 2007"	"2007/11"	13.024352000	3.000000000	30.100000000	5.151898873
	"Mississippi"	"28"	"Dec, 2007"	"2007/12"	10.910326000	0.000000000	25.400000000	3.310718500
	"Mississippi"	"28"	"Jan, 2008"	"2008/01"	8.373331000	1.600000000	23.200000000	2.604145432
	"Mississippi"	"28"	"Feb, 2008"	"2008/02"	9.986959000	1.600000000	21.200000000	3.134928243
	"Mississippi"	"28"	"Mar, 2008"	"2008/03"	12.181241000	1.800000000	23.100000000	3.151586779
	"Mississippi"	"28"	"Apr, 2008"	"2008/04"	11.712902000	2.100000000	26.100000000	3.990896905
	"Mississippi"	"28"	"May, 2008"	"2008/05"	13.905070000	2.900000000	30.400000000	4.719767399
	"Mississippi"	"28"	"Jun, 2008"	"2008/06"	12.738958000	4.800000000	28.500000000	3.964655729
	"Mississippi"	"28"	"Jul, 2008"	"2008/07"	17.370525000	1.700000000	46.900000000	7.605440671
	"Mississippi"	"28"	"Aug, 2008"	"2008/08"	14.882189000	1.300000000	31.000000000	5.540833648
	"Mississippi"	"28"	"Sep, 2008"	"2008/09"	14.277805000	1.700000000	26.900000000	4.737942632
	"Mississippi"	"28"	"Oct, 2008"	"2008/10"	12.407271000	3.400000000	31.700000000	5.001518082
	"Mississippi"	"28"	"Nov, 2008"	"2008/11"	12.711098000	2.400000000	27.700000000	4.761729413
	"Mississippi"	"28"	"Dec, 2008"	"2008/12"	8.101008000	1.300000000	16.400000000	2.036267361
	"Mississippi"	"28"	"Jan, 2009"	"2009/01"	10.840165000	1.200000000	23.000000000	4.063607410
	"Mississippi"	"28"	"Feb, 2009"	"2009/02"	10.654014000	2.200000000	31.500000000	4.522401450
	"Mississippi"	"28"	"Mar, 2009"	"2009/03"	10.763530000	1.100000000	28.000000000	4.241105749
	"Mississippi"	"28"	"Apr, 2009"	"2009/04"	10.211458000	2.600000000	20.500000000	2.661292129
	"Mississippi"	"28"	"May, 2009"	"2009/05"	9.369998000	0.000000000	18.500000000	2.964841714
	"Mississippi"	"28"	"Jun, 2009"	"2009/06"	14.898416000	2.700000000	29.500000000	4.712904276
	"Mississippi"	"28"	"Jul, 2009"	"2009/07"	13.535113000	3.400000000	27.300000000	4.301494396
	"Mississippi"	"28"	"Aug, 2009"	"2009/08"	12.289637000	2.800000000	26.200000000	4.342163995
	"Mississippi"	"28"	"Sep, 2009"	"2009/09"	11.441258000	0.000000000	21.600000000	3.890415345
	"Mississippi"	"28"	"Oct, 2009"	"2009/10"	7.811041000	1.600000000	15.400000000	2.530826137
	"Mississippi"	"28"	"Nov, 2009"	"2009/11"	11.946364000	3.000000000	27.300000000	4.171793196
	"Mississippi"	"28"	"Dec, 2009"	"2009/12"	8.997992000	0.000000000	24.900000000	3.867310697
	"Mississippi"	"28"	"Jan, 2010"	"2010/01"	10.564157000	4.200000000	27.400000000	4.052185420
	"Mississippi"	"28"	"Feb, 2010"	"2010/02"	10.063096000	4.100000000	20.500000000	2.961950198
	"Mississippi"	"28"	"Mar, 2010"	"2010/03"	11.032335000	1.900000000	23.500000000	4.054725421
	"Mississippi"	"28"	"Apr, 2010"	"2010/04"	12.923992000	3.500000000	24.900000000	4.384879148
	"Mississippi"	"28"	"May, 2010"	"2010/05"	13.162806000	4.500000000	34.100000000	4.191936996
	"Mississippi"	"28"	"Jun, 2010"	"2010/06"	13.614129000	1.200000000	24.500000000	3.376771973
	"Mississippi"	"28"	"Jul, 2010"	"2010/07"	13.820581000	3.300000000	26.300000000	4.193297852
	"Mississippi"	"28"	"Aug, 2010"	"2010/08"	13.380498000	0.000000000	25.900000000	4.393396686
	"Mississippi"	"28"	"Sep, 2010"	"2010/09"	12.917482000	4.100000000	27.800000000	4.204230873
	"Mississippi"	"28"	"Oct, 2010"	"2010/10"	12.154598000	1.600000000	25.600000000	4.697041384
	"Mississippi"	"28"	"Nov, 2010"	"2010/11"	11.480014000	0.000000000	26.500000000	4.416584367
	"Mississippi"	"28"	"Dec, 2010"	"2010/12"	11.783172000	3.300000000	21.500000000	3.626667374
	"Mississippi"	"28"	"Jan, 2011"	"2011/01"	11.796688000	0.000000000	30.600000000	4.783386903
	"Mississippi"	"28"	"Feb, 2011"	"2011/02"	11.829461000	3.400000000	31.200000000	4.309696782
	"Mississippi"	"28"	"Mar, 2011"	"2011/03"	11.858815000	0.000000000	24.200000000	3.763386437
	"Mississippi"	"28"	"Apr, 2011"	"2011/04"	9.870545000	0.000000000	20.700000000	3.358905952
	"Mississippi"	"28"	"May, 2011"	"2011/05"	12.489858000	1.500000000	29.700000000	4.690465446
	"Mississippi"	"28"	"Jun, 2011"	"2011/06"	17.069397000	3.300000000	45.000000000	6.923633241
	"Mississippi"	"28"	"Jul, 2011"	"2011/07"	14.552576000	2.500000000	30.200000000	4.526384049
	"Mississippi"	"28"	"Aug, 2011"	"2011/08"	15.079432000	3.500000000	30.500000000	4.492674285
	"Mississippi"	"28"	"Sep, 2011"	"2011/09"	12.128904000	0.000000000	25.900000000	5.206328176
	"Mississippi"	"28"	"Oct, 2011"	"2011/10"	10.841137000	0.000000000	25.000000000	4.047220641
	"Mississippi"	"28"	"Nov, 2011"	"2011/11"	8.397083000	0.000000000	20.800000000	3.019987461
	"Mississippi"	"28"	"Dec, 2011"	"2011/12"	9.973911000	1.000000000	22.700000000	3.355515953
"Total"	"Mississippi"	"28"			13.161417000	0.000000000	65.000000000	5.804153329
	"Missouri"	"29"	"Jan, 2003"	"2003/01"	11.349303000	3.200000000	26.200000000	3.874175475
	"Missouri"	"29"	"Feb, 2003"	"2003/02"	13.675359000	3.400000000	40.200000000	5.817902500
	"Missouri"	"29"	"Mar, 2003"	"2003/03"	14.096725000	1.000000000	46.100000000	7.234771924
	"Missouri"	"29"	"Apr, 2003"	"2003/04"	11.805712000	0.000000000	34.000000000	4.611716066
	"Missouri"	"29"	"May, 2003"	"2003/05"	11.789931000	1.000000000	38.500000000	5.479605238
	"Missouri"	"29"	"Jun, 2003"	"2003/06"	13.138151000	1.200000000	37.500000000	5.721072732
	"Missouri"	"29"	"Jul, 2003"	"2003/07"	11.493367000	0.000000000	32.900000000	4.990630222
	"Missouri"	"29"	"Aug, 2003"	"2003/08"	14.469676000	0.000000000	37.100000000	6.304563592
	"Missouri"	"29"	"Sep, 2003"	"2003/09"	10.628988000	0.600000000	45.200000000	7.749023588
	"Missouri"	"29"	"Oct, 2003"	"2003/10"	9.636224000	0.000000000	30.200000000	4.613906743
	"Missouri"	"29"	"Nov, 2003"	"2003/11"	10.231784000	1.400000000	27.600000000	5.055032915
	"Missouri"	"29"	"Dec, 2003"	"2003/12"	10.510560000	2.300000000	45.700000000	5.282025547
	"Missouri"	"29"	"Jan, 2004"	"2004/01"	12.622638000	0.000000000	34.400000000	4.496617674
	"Missouri"	"29"	"Feb, 2004"	"2004/02"	16.581036000	4.300000000	51.500000000	5.516803185
	"Missouri"	"29"	"Mar, 2004"	"2004/03"	9.519884000	0.000000000	40.900000000	4.626029395
	"Missouri"	"29"	"Apr, 2004"	"2004/04"	10.352134000	0.000000000	35.300000000	4.467353094
	"Missouri"	"29"	"May, 2004"	"2004/05"	9.645866000	0.800000000	28.600000000	3.481471625
	"Missouri"	"29"	"Jun, 2004"	"2004/06"	9.887691000	1.200000000	36.800000000	4.464383590
	"Missouri"	"29"	"Jul, 2004"	"2004/07"	12.020723000	0.800000000	34.500000000	5.643777587
	"Missouri"	"29"	"Aug, 2004"	"2004/08"	10.335404000	0.000000000	31.200000000	4.901802826
	"Missouri"	"29"	"Sep, 2004"	"2004/09"	12.325754000	0.200000000	44.000000000	6.866687612
	"Missouri"	"29"	"Oct, 2004"	"2004/10"	10.188342000	0.000000000	29.500000000	5.475611975
	"Missouri"	"29"	"Nov, 2004"	"2004/11"	8.733783000	0.400000000	25.700000000	3.780473764
	"Missouri"	"29"	"Dec, 2004"	"2004/12"	10.505644000	1.500000000	28.000000000	4.361818006
	"Missouri"	"29"	"Jan, 2005"	"2005/01"	14.743665000	1.900000000	50.600000000	7.032791718
	"Missouri"	"29"	"Feb, 2005"	"2005/02"	15.833312000	0.000000000	46.700000000	8.092113689
	"Missouri"	"29"	"Mar, 2005"	"2005/03"	12.245080000	0.000000000	32.200000000	5.486620561
	"Missouri"	"29"	"Apr, 2005"	"2005/04"	10.543211000	1.000000000	28.100000000	5.057758041
	"Missouri"	"29"	"May, 2005"	"2005/05"	10.491953000	0.600000000	24.800000000	4.368543971
	"Missouri"	"29"	"Jun, 2005"	"2005/06"	15.603175000	2.000000000	41.300000000	8.778369455
	"Missouri"	"29"	"Jul, 2005"	"2005/07"	13.539789000	2.200000000	38.600000000	6.578371137
	"Missouri"	"29"	"Aug, 2005"	"2005/08"	14.370528000	1.400000000	41.100000000	6.889127735
	"Missouri"	"29"	"Sep, 2005"	"2005/09"	14.925634000	0.400000000	41.600000000	8.211124824
	"Missouri"	"29"	"Oct, 2005"	"2005/10"	11.287061000	0.000000000	27.900000000	4.862424265
	"Missouri"	"29"	"Nov, 2005"	"2005/11"	8.393721000	1.800000000	27.200000000	3.509459580
	"Missouri"	"29"	"Dec, 2005"	"2005/12"	12.735659000	1.100000000	29.300000000	5.086936479
	"Missouri"	"29"	"Jan, 2006"	"2006/01"	10.511925000	0.100000000	33.100000000	4.128820296
	"Missouri"	"29"	"Feb, 2006"	"2006/02"	10.288189000	2.300000000	30.000000000	4.053656364
	"Missouri"	"29"	"Mar, 2006"	"2006/03"	12.210339000	2.100000000	31.700000000	4.883020112
	"Missouri"	"29"	"Apr, 2006"	"2006/04"	10.437225000	1.700000000	20.500000000	3.694437241
	"Missouri"	"29"	"May, 2006"	"2006/05"	9.434162000	0.500000000	24.900000000	4.116644965
	"Missouri"	"29"	"Jun, 2006"	"2006/06"	11.708302000	0.000000000	33.500000000	4.473711941
	"Missouri"	"29"	"Jul, 2006"	"2006/07"	12.904273000	0.000000000	41.500000000	5.013191594
	"Missouri"	"29"	"Aug, 2006"	"2006/08"	13.035741000	0.000000000	41.900000000	5.755012073
	"Missouri"	"29"	"Sep, 2006"	"2006/09"	9.851742000	0.000000000	31.700000000	5.429815500
	"Missouri"	"29"	"Oct, 2006"	"2006/10"	8.124881000	0.000000000	27.300000000	3.486386653
	"Missouri"	"29"	"Nov, 2006"	"2006/11"	12.166173000	1.000000000	32.600000000	4.702439422
	"Missouri"	"29"	"Dec, 2006"	"2006/12"	10.898280000	0.400000000	43.900000000	4.627815739
	"Missouri"	"29"	"Jan, 2007"	"2007/01"	10.356711000	2.000000000	28.700000000	3.900342203
	"Missouri"	"29"	"Feb, 2007"	"2007/02"	11.780965000	1.500000000	31.000000000	4.850028679
	"Missouri"	"29"	"Mar, 2007"	"2007/03"	12.977789000	0.400000000	43.500000000	5.489899657
	"Missouri"	"29"	"Apr, 2007"	"2007/04"	8.954359000	1.000000000	29.600000000	4.171613236
	"Missouri"	"29"	"May, 2007"	"2007/05"	13.418210000	0.000000000	41.800000000	6.312868072
	"Missouri"	"29"	"Jun, 2007"	"2007/06"	13.023616000	0.000000000	36.400000000	6.565201523
	"Missouri"	"29"	"Jul, 2007"	"2007/07"	12.483535000	0.500000000	34.300000000	5.375722208
	"Missouri"	"29"	"Aug, 2007"	"2007/08"	13.101502000	0.000000000	47.100000000	7.121710374
	"Missouri"	"29"	"Sep, 2007"	"2007/09"	11.591735000	0.000000000	36.100000000	6.665352669
	"Missouri"	"29"	"Oct, 2007"	"2007/10"	8.559654000	1.100000000	22.200000000	3.543304333
	"Missouri"	"29"	"Nov, 2007"	"2007/11"	10.641407000	2.300000000	35.000000000	4.405890414
	"Missouri"	"29"	"Dec, 2007"	"2007/12"	15.405419000	0.000000000	50.500000000	7.032334196
	"Missouri"	"29"	"Jan, 2008"	"2008/01"	10.415641000	0.000000000	28.000000000	3.064691062
	"Missouri"	"29"	"Feb, 2008"	"2008/02"	13.292641000	1.800000000	47.300000000	5.911917660
	"Missouri"	"29"	"Mar, 2008"	"2008/03"	11.833988000	1.200000000	33.100000000	4.149860722
	"Missouri"	"29"	"Apr, 2008"	"2008/04"	9.145402000	0.000000000	24.100000000	3.896147490
	"Missouri"	"29"	"May, 2008"	"2008/05"	9.071983000	2.300000000	26.100000000	3.414002493
	"Missouri"	"29"	"Jun, 2008"	"2008/06"	8.440451000	0.000000000	23.700000000	3.068060851
	"Missouri"	"29"	"Jul, 2008"	"2008/07"	12.093985000	0.000000000	35.900000000	5.097473585
	"Missouri"	"29"	"Aug, 2008"	"2008/08"	13.570495000	1.000000000	51.500000000	6.243806824
	"Missouri"	"29"	"Sep, 2008"	"2008/09"	12.457994000	0.300000000	36.100000000	6.508606462
	"Missouri"	"29"	"Oct, 2008"	"2008/10"	9.221360000	0.000000000	29.700000000	4.835778028
	"Missouri"	"29"	"Nov, 2008"	"2008/11"	10.258614000	0.000000000	27.200000000	5.189915016
	"Missouri"	"29"	"Dec, 2008"	"2008/12"	7.841358000	0.000000000	23.400000000	3.579787634
	"Missouri"	"29"	"Jan, 2009"	"2009/01"	13.472556000	3.400000000	26.600000000	4.312918345
	"Missouri"	"29"	"Feb, 2009"	"2009/02"	9.907152000	0.000000000	29.300000000	4.142542725
	"Missouri"	"29"	"Mar, 2009"	"2009/03"	9.347163000	0.000000000	25.300000000	4.200950541
	"Missouri"	"29"	"Apr, 2009"	"2009/04"	9.919116000	0.000000000	21.800000000	3.664873033
	"Missouri"	"29"	"May, 2009"	"2009/05"	9.014677000	0.000000000	21.700000000	3.520577175
	"Missouri"	"29"	"Jun, 2009"	"2009/06"	11.450322000	1.700000000	37.400000000	5.000708095
	"Missouri"	"29"	"Jul, 2009"	"2009/07"	9.771194000	0.000000000	33.300000000	5.533724610
	"Missouri"	"29"	"Aug, 2009"	"2009/08"	9.867385000	0.000000000	38.200000000	5.602637509
	"Missouri"	"29"	"Sep, 2009"	"2009/09"	11.532348000	0.000000000	35.500000000	5.889021173
	"Missouri"	"29"	"Oct, 2009"	"2009/10"	7.329492000	0.000000000	24.800000000	4.138043863
	"Missouri"	"29"	"Nov, 2009"	"2009/11"	12.394764000	0.000000000	27.800000000	4.452410070
	"Missouri"	"29"	"Dec, 2009"	"2009/12"	12.271223000	0.000000000	36.300000000	6.371919331
	"Missouri"	"29"	"Jan, 2010"	"2010/01"	11.511583000	0.800000000	30.000000000	4.811192669
	"Missouri"	"29"	"Feb, 2010"	"2010/02"	11.317890000	1.700000000	36.500000000	4.437200732
	"Missouri"	"29"	"Mar, 2010"	"2010/03"	9.272292000	0.000000000	27.300000000	4.826950030
	"Missouri"	"29"	"Apr, 2010"	"2010/04"	10.118599000	0.000000000	24.200000000	4.656180607
	"Missouri"	"29"	"May, 2010"	"2010/05"	9.739260000	0.000000000	27.600000000	4.811491059
	"Missouri"	"29"	"Jun, 2010"	"2010/06"	11.837065000	2.900000000	35.900000000	4.349248892
	"Missouri"	"29"	"Jul, 2010"	"2010/07"	11.145758000	0.000000000	29.700000000	4.839474075
	"Missouri"	"29"	"Aug, 2010"	"2010/08"	10.542354000	0.000000000	27.500000000	4.542072049
	"Missouri"	"29"	"Sep, 2010"	"2010/09"	8.399615000	0.000000000	23.500000000	3.938190662
	"Missouri"	"29"	"Oct, 2010"	"2010/10"	9.516660000	0.000000000	30.500000000	4.715151660
	"Missouri"	"29"	"Nov, 2010"	"2010/11"	10.396570000	0.000000000	30.100000000	5.095407700
	"Missouri"	"29"	"Dec, 2010"	"2010/12"	12.390954000	2.400000000	28.100000000	4.461252404
	"Missouri"	"29"	"Jan, 2011"	"2011/01"	14.047790000	4.500000000	34.400000000	5.461123327
	"Missouri"	"29"	"Feb, 2011"	"2011/02"	10.141706000	2.600000000	18.700000000	2.896883501
	"Missouri"	"29"	"Mar, 2011"	"2011/03"	10.966255000	0.000000000	24.200000000	4.406631551
	"Missouri"	"29"	"Apr, 2011"	"2011/04"	9.155872000	0.000000000	37.700000000	5.056666483
	"Missouri"	"29"	"May, 2011"	"2011/05"	9.192593000	0.000000000	29.700000000	4.599571803
	"Missouri"	"29"	"Jun, 2011"	"2011/06"	13.022237000	0.100000000	41.700000000	5.130862081
	"Missouri"	"29"	"Jul, 2011"	"2011/07"	9.847148000	0.100000000	24.200000000	3.910305195
	"Missouri"	"29"	"Aug, 2011"	"2011/08"	8.816339000	0.000000000	30.600000000	5.425342349
	"Missouri"	"29"	"Sep, 2011"	"2011/09"	8.004018000	0.000000000	23.000000000	3.770913030
	"Missouri"	"29"	"Oct, 2011"	"2011/10"	8.826950000	0.000000000	25.500000000	3.772876864
	"Missouri"	"29"	"Nov, 2011"	"2011/11"	8.194341000	0.000000000	20.300000000	2.908402064
	"Missouri"	"29"	"Dec, 2011"	"2011/12"	11.941487000	0.000000000	25.700000000	4.098154867
"Total"	"Missouri"	"29"			11.165149000	0.000000000	51.500000000	5.465732117
	"Montana"	"30"	"Jan, 2003"	"2003/01"	10.328897000	0.200000000	27.900000000	4.405644314
	"Montana"	"30"	"Feb, 2003"	"2003/02"	11.124441000	0.000000000	32.800000000	5.616568825
	"Montana"	"30"	"Mar, 2003"	"2003/03"	8.505011000	0.000000000	31.500000000	4.837442877
	"Montana"	"30"	"Apr, 2003"	"2003/04"	8.500549000	0.000000000	23.400000000	3.525397007
	"Montana"	"30"	"May, 2003"	"2003/05"	6.402223000	0.000000000	16.200000000	3.169702367
	"Montana"	"30"	"Jun, 2003"	"2003/06"	9.151939000	0.000000000	32.300000000	4.264055670
	"Montana"	"30"	"Jul, 2003"	"2003/07"	10.620930000	1.800000000	47.700000000	4.636197105
	"Montana"	"30"	"Aug, 2003"	"2003/08"	15.878062000	0.000000000	65.000000000	8.691005513
	"Montana"	"30"	"Sep, 2003"	"2003/09"	9.487126000	0.000000000	65.000000000	7.285771038
	"Montana"	"30"	"Oct, 2003"	"2003/10"	8.650677000	0.000000000	28.600000000	4.317017295
	"Montana"	"30"	"Nov, 2003"	"2003/11"	10.812586000	0.000000000	43.600000000	6.178205681
	"Montana"	"30"	"Dec, 2003"	"2003/12"	10.276094000	0.000000000	34.200000000	3.999243500
	"Montana"	"30"	"Jan, 2004"	"2004/01"	19.758624000	0.000000000	65.000000000	15.138394894
	"Montana"	"30"	"Feb, 2004"	"2004/02"	17.183040000	0.000000000	65.000000000	10.835361332
	"Montana"	"30"	"Mar, 2004"	"2004/03"	9.292904000	0.000000000	35.200000000	5.196922541
	"Montana"	"30"	"Apr, 2004"	"2004/04"	7.919556000	0.000000000	18.500000000	2.969801795
	"Montana"	"30"	"May, 2004"	"2004/05"	8.023433000	0.000000000	25.800000000	4.720434982
	"Montana"	"30"	"Jun, 2004"	"2004/06"	8.263975000	0.000000000	29.000000000	4.325702158
	"Montana"	"30"	"Jul, 2004"	"2004/07"	11.171255000	0.000000000	31.400000000	5.018042659
	"Montana"	"30"	"Aug, 2004"	"2004/08"	9.418832000	0.600000000	27.500000000	4.413760089
	"Montana"	"30"	"Sep, 2004"	"2004/09"	8.640041000	0.000000000	33.700000000	5.532439020
	"Montana"	"30"	"Oct, 2004"	"2004/10"	9.658234000	0.500000000	31.400000000	4.194535538
	"Montana"	"30"	"Nov, 2004"	"2004/11"	10.744301000	0.000000000	25.700000000	4.255518602
	"Montana"	"30"	"Dec, 2004"	"2004/12"	10.338105000	0.000000000	37.900000000	5.497352261
	"Montana"	"30"	"Jan, 2005"	"2005/01"	15.224861000	0.000000000	65.000000000	8.176860303
	"Montana"	"30"	"Feb, 2005"	"2005/02"	14.231293000	0.000000000	59.000000000	7.272644719
	"Montana"	"30"	"Mar, 2005"	"2005/03"	9.775010000	0.000000000	31.900000000	4.799732628
	"Montana"	"30"	"Apr, 2005"	"2005/04"	7.664875000	0.000000000	22.100000000	3.561772656
	"Montana"	"30"	"May, 2005"	"2005/05"	7.196720000	0.800000000	19.500000000	3.100179751
	"Montana"	"30"	"Jun, 2005"	"2005/06"	7.240631000	0.000000000	27.400000000	4.530321204
	"Montana"	"30"	"Jul, 2005"	"2005/07"	11.083782000	1.100000000	27.900000000	4.640888063
	"Montana"	"30"	"Aug, 2005"	"2005/08"	10.474942000	2.300000000	31.600000000	4.204124805
	"Montana"	"30"	"Sep, 2005"	"2005/09"	10.107891000	0.000000000	29.500000000	4.847210035
	"Montana"	"30"	"Oct, 2005"	"2005/10"	8.885267000	0.200000000	34.100000000	3.871579863
	"Montana"	"30"	"Nov, 2005"	"2005/11"	9.357627000	0.000000000	31.400000000	4.480474170
	"Montana"	"30"	"Dec, 2005"	"2005/12"	13.045049000	0.000000000	57.700000000	7.489462763
	"Montana"	"30"	"Jan, 2006"	"2006/01"	8.585484000	0.000000000	28.800000000	4.313159500
	"Montana"	"30"	"Feb, 2006"	"2006/02"	9.292305000	0.000000000	30.000000000	4.577044771
	"Montana"	"30"	"Mar, 2006"	"2006/03"	9.270711000	0.000000000	22.700000000	3.636530278
	"Montana"	"30"	"Apr, 2006"	"2006/04"	7.477209000	0.000000000	18.800000000	2.984664576
	"Montana"	"30"	"May, 2006"	"2006/05"	8.449140000	0.000000000	22.100000000	3.608008016
	"Montana"	"30"	"Jun, 2006"	"2006/06"	9.644448000	0.000000000	21.300000000	4.057325105
	"Montana"	"30"	"Jul, 2006"	"2006/07"	12.320497000	2.700000000	25.600000000	4.153602741
